set_list_id,setlist_title,played_by,played_at,song_title,song_artist,song_youtube_id
115,2014-09-08,Sammich,2014-09-08 10:00:24 -0700,story of a lonely guy,blink 182,Q9UcDpbdgaU
114,2014-09-05,Omega,2014-09-05 10:30:28 -0700,good to be alive,Imelda may,rq2YUEFELLc
113,2014-08-14,OmegaPhone,2014-08-14 06:41:35 -0700,I fink u freeky,die antwoord,8Uee_mcxvrw
113,2014-08-14,Sammich,2014-08-14 01:27:06 -0700,Butterflies,Michael Jackson,wthgd_Rg1qg
112,2014-08-07,Omega,2014-08-07 09:11:59 -0700,pretty please (love me),Estelle ft. Cee-lo green,eLxhqGeJqyY
112,2014-08-07,Omega,2014-08-07 08:27:13 -0700,wonders never cease,morcheeba,ObHm1dLuWWs
111,2014-08-01,Omega,2014-08-01 07:07:46 -0700,stay with me,Sam smith,pB-5XG-DbAA
111,2014-08-01,Omega,2014-08-01 07:07:17 -0700,true love,pink,zsmUOdmm02A
110,2014-07-25,Omega,2014-07-25 23:25:53 -0700,i'm a handful,francine reed,7GtrgsOCckU
110,2014-07-25,Omega,2014-07-25 23:19:05 -0700,georgia warhorse,jj grey and mofro,F_Wn22Uo4JU
110,2014-07-25,Omega,2014-07-25 23:16:44 -0700,just won't burn,susan tedeschi,p7zSQNl-Mwc
110,2014-07-25,Omega,2014-07-25 23:13:00 -0700,she just wants to dance,keb' mo',WVx7InnsH8o
110,2014-07-25,Omega,2014-07-25 23:12:34 -0700,calling the maker,Aimee Allen,ZTvcoOA_pUc
110,2014-07-25,Omegatron,2014-07-25 19:02:51 -0700,Almost Lover,A Fine Frenzy,I_S_TbD1XFM
110,2014-07-25,Omegatron,2014-07-25 19:02:30 -0700,last love song,zz ward,SlU4HJleg-o
110,2014-07-25,Sammich,2014-07-25 15:26:05 -0700,You Go Down Smooth,Lake Street Drive,
109,2014-06-17,Sammich,2014-06-17 20:48:31 -0700,Tell Me Something (Liberties),Hannah Williams & the Tastemakers,JBdSZIZjUsk
108,2014-06-11,NotHanz,2014-06-11 11:36:07 -0700,Danger and Dread,Brown Bird,saAniNE2y2s
107,2014-06-06,OmegaPhone,2014-06-06 17:23:50 -0700,moisture,dishwalla,bW1pS7hTpJo
107,2014-06-06,OmegaPhone,2014-06-06 17:23:45 -0700,moisture,dish walla,
107,2014-06-06,OmegaPhone,2014-06-06 17:22:07 -0700,of wolf and man,Metallica,P58xWcSLt_8
107,2014-06-06,OmegaPhone,2014-06-06 17:04:00 -0700,Algiers hoodoo woman,Dr. Michael white,WGIvghMJqCI
107,2014-06-06,OmegaPhone,2014-06-06 16:54:47 -0700,doo wop (that thing),Lauren hill,
107,2014-06-06,OmegaPhone,2014-06-06 16:50:43 -0700,funny honey,Renee zellweger,Rqai1deO-Wg
107,2014-06-06,OmegaPhone,2014-06-06 16:44:41 -0700,uhn tiss uhn tiss uhn tiss,bloodhound gang,89tgpzE4qkY
106,2014-06-04,Sammich,2014-06-04 12:05:11 -0700,"Every Little Thing (feat. Cam'ron, Irfane & Teki Latex)(tofubeats Remix)",Para One,WsR5-W1FtDw
105,2014-06-03,Sammich,2014-06-03 09:51:08 -0700,Superstar (Cosmo's Midnight x Lido Remix),AlunaGeorge,3BFlQT34uGM
104,2014-06-02,Sammich,2014-06-02 21:16:46 -0700,Vain (Stripped),Spark,LUsqVUkLAds
103,2014-06-01,Sammich,2014-06-01 23:48:04 -0700,Crystal,Fox Stevenson,HomiywUEXD0
102,2014-05-31,Sammich,2014-05-31 21:15:10 -0700,Save My Soul,Daye Jack,s16TAw60Cyc
102,2014-05-31,Sammich,2014-05-31 01:11:12 -0700,Window Seat,Erykah Badu,9hVp47f5YZg
102,2014-05-31,Omega,2014-05-31 01:05:46 -0700,fragile,"tech n9ne, Kendrick Lamar, Kendall Morgan, mayday!",IKs5OsT4dIY
102,2014-05-31,Omega,2014-05-31 01:03:08 -0700,turn down for what,"DJ snake, Lil Jon",HMUDVMiITOU
101,2014-05-30,Sammich,2014-05-30 14:20:44 -0700,$200 TB prod.Flying Lotus ft. Austin Peralta,Thundercat,hjp28GO3XIE
101,2014-05-30,Sammich,2014-05-30 14:17:34 -0700,The Luckiest Charm (remix),Flying Lotus,VcBFqaLV-gQ
101,2014-05-30,Sammich,2014-05-30 14:15:07 -0700,You Left Me,Taso,t7sa_6qXd24
101,2014-05-30,Sammich,2014-05-30 11:53:06 -0700,All The Time (Hi Tom Remix),Jeremih,JEt63d59AuE
101,2014-05-30,Sammich,2014-05-30 11:32:48 -0700,I Wanna Get Better (RAC Remix),Bleachers,cbWAGVX-98U
101,2014-05-30,Omega,2014-05-30 07:02:56 -0700,hypnotize,notorious B.I.G.,glEiPXAYE-U
100,2014-05-29,Omega,2014-05-29 17:14:31 -0700,baby I'm back,baby bash ft. Akon,mEqDKq_GkJE
100,2014-05-29,Omega,2014-05-29 17:08:30 -0700,sweet soul sister,the cult,Rx6YB8My1d4
100,2014-05-29,Omega,2014-05-29 17:05:47 -0700,where is my mind,pixies,RCD14IrOcIs
100,2014-05-29,Omega,2014-05-29 16:40:18 -0700,everything has changed,Taylor swift and Ed sheeran,w1oM3kQpXRo
100,2014-05-29,Omega,2014-05-29 16:39:04 -0700,steppin' out,Paul revere and the raiders,1lohb-4Gc-I
100,2014-05-29,Omega,2014-05-29 16:34:45 -0700,blue Monday,new order,FYH8DsU2WCk
100,2014-05-29,Omega,2014-05-29 16:32:17 -0700,good kisser,usher,1lQtoRFaLsA
100,2014-05-29,Omega,2014-05-29 16:31:17 -0700,black and yellow,wiz khalifa,UePtoxDhJSw
100,2014-05-29,Omega,2014-05-29 16:27:32 -0700,Puttin on the Ritz,taco,OG3PnQ3tgzY
99,2014-05-27,Omega,2014-05-27 22:37:54 -0700,comes love,rani arbo & daisy mayhem,n3vkAhAzTtQ
99,2014-05-27,Omega,2014-05-27 22:36:06 -0700,snake song,isobel campbell & mark lanegan,tmbGtsg0Do8
99,2014-05-27,Omega,2014-05-27 22:35:11 -0700,old time religion,parker millsap,RXEfVEDYhGQ
99,2014-05-27,Omega,2014-05-27 22:31:04 -0700,i'd rather go blind,beth hart and joe bonamassa,QgBff_8pJoQ
99,2014-05-27,Omega,2014-05-27 19:37:05 -0700,how are you doing,the living sisters,C9D0Kr0yHng
99,2014-05-27,Omega,2014-05-27 19:27:43 -0700,shuffle,Bombay bicycle club,oDuif301F-8
98,2014-05-24,Omega,2014-05-24 22:40:33 -0700,You feel good,Tracy bird,
98,2014-05-24,Omega,2014-05-24 22:40:16 -0700,love came here,Lhasa de sela,euiKqmLvyMw
98,2014-05-24,Omega,2014-05-24 22:39:44 -0700,2:22,grace potter,qZzipGrKzu4
98,2014-05-24,Omega,2014-05-24 22:38:58 -0700,fragile,"tech n9ne, Kendrick Lamar, Kendall Morgan, mayday!",IKs5OsT4dIY
98,2014-05-24,Omega,2014-05-24 22:37:53 -0700,too dry to cry,Willis earl beal,xuDRyAWxNNw
98,2014-05-24,Omega,2014-05-24 22:37:23 -0700,nasty naughty boy,christina aguilera,xfXEBFrOCw8
98,2014-05-24,Omega,2014-05-24 22:35:10 -0700,rattlin' bones,Kasey chambers & Shane Nicholson,8nDeivO0GgI&list=PLF686852A759DC9EF
98,2014-05-24,Omega,2014-05-24 22:34:39 -0700,travelin' blues,big daddy wilson,f7wZOfeCtS4
98,2014-05-24,Omega,2014-05-24 22:33:21 -0700,the regulator,clutch,Ia0HUBWdDkU
98,2014-05-24,Omega,2014-05-24 22:33:06 -0700,trouble,over the rhine,ADGI6PtO7p0
98,2014-05-24,Omega,2014-05-24 22:32:46 -0700,down to the river,brown bird,H0bHjBjYcwk
98,2014-05-24,Omega,2014-05-24 22:05:33 -0700,ain't no sunshine,selah sue ft Ronny mosuse,im2cS6m2W1c
98,2014-05-24,Omega,2014-05-24 22:02:18 -0700,the devil is an angel too,janiva magness,bVTi39zEEiY
98,2014-05-24,Omega,2014-05-24 21:58:38 -0700,use me,rockapella,Pf7XvB0WK3w
98,2014-05-24,Omega,2014-05-24 21:53:12 -0700,jilted,the puppini sisters,Prm73V7FLi4
98,2014-05-24,Omega,2014-05-24 21:21:03 -0700,a fool for your stockings,zz top,HXnjPHPLyYI
98,2014-05-24,Omega,2014-05-24 21:00:53 -0700,runaway soul,Ruthie foster,GdUVgJpM2Fc
98,2014-05-24,Omega,2014-05-24 20:58:06 -0700,baby you gotta change your mind,blind boy fuller,kS-DMb4sUcY
98,2014-05-24,Omega,2014-05-24 20:55:03 -0700,fell in love with a boy,joss stone,DeO3d6Gg-kM
98,2014-05-24,Omega,2014-05-24 20:51:08 -0700,wade in the water,Eva cassidy,qK5XodeQ2tQ
98,2014-05-24,Omega,2014-05-24 20:47:13 -0700,sickle and good,brown bird,bRW3p4oru7Y
98,2014-05-24,Omega,2014-05-24 20:45:37 -0700,you're the boss,Elvis Presley and Ann Margret,05zNMx1yavA
98,2014-05-24,Omega,2014-05-24 20:40:58 -0700,superstition,marinade,OfkhEmjTHgo
97,2014-05-22,NotHanz,2014-05-22 12:48:25 -0700,Baby Please Don't Leave Me,Buddy Guy,D6tdlmx_GO4
96,2014-05-21,Omega,2014-05-21 17:36:09 -0700,it's good to be alive,Imelda may,rq2YUEFELLc
95,2014-05-19,NotHanz,2014-05-19 16:57:42 -0700,Chocolate Jesus,Beth Hart And Joe Bonamassa,3TkitGRoGM8
94,2014-05-17,Sammich,2014-05-17 15:55:43 -0700,I Want You,David Lynch,VZl8-2WXc4g
93,2014-05-16,Sammich,2014-05-16 17:18:13 -0700,The Big Dream,David Lynch,NrCqtb5S8Ow
93,2014-05-16,Sammich,2014-05-16 14:22:22 -0700,Gunshotta,Machinedrum,GYZqhYl12Nw
93,2014-05-16,Sammich,2014-05-16 14:14:01 -0700,Rival Dealer,Burial,xd3Ch53PxBs
93,2014-05-16,Sammich,2014-05-16 12:35:01 -0700,In Rainbows,Radiohead,HSx6hXHzRHc
92,2014-05-15,Sammich,2014-05-15 21:06:18 -0700,Everybody Dance,Chic,FOx81aG-EN4
92,2014-05-15,Sammich,2014-05-15 20:55:22 -0700,How Long Do I Have To Wait,Sharon Jones and the Dap Kings,QYccVpb87Ro
92,2014-05-15,Sammich,2014-05-15 20:48:59 -0700,Annie Waits,Ben Folds,qtAfwHvS1ek
92,2014-05-15,Sammich,2014-05-15 20:46:36 -0700,Still D.R.E.,Dr. Dre,_CL6n0FJZpk
92,2014-05-15,Sammich,2014-05-15 20:46:20 -0700,Seasons (Waiting On You),Future Islands,-5Ae-LhMIG0
92,2014-05-15,Sammich,2014-05-15 20:45:38 -0700,Machine Gun,The Commodores,KcKZDWBzRks
92,2014-05-15,Sammich,2014-05-15 19:33:55 -0700,Retrograde,James Blake,6p6PcFFUm5I
92,2014-05-15,Sammich,2014-05-15 19:23:06 -0700,"Over and Over (special 12"" disco mix)",Sylvester,9wOE7mWZXpg
92,2014-05-15,Sammich,2014-05-15 19:21:27 -0700,Boogie Nights,Heatwave,9GNAF7ELSHk
92,2014-05-15,Sammich,2014-05-15 18:45:32 -0700,Why Can't I Be You?,The Cure,MI0a9hTh5AU
92,2014-05-15,Sammich,2014-05-15 10:12:28 -0700,Be Thankful For What You Got,William DeVaughn,KDTXljIqxRE
91,2014-05-13,Omega,2014-05-13 20:34:15 -0700,history repeating,propellerheads ft. Shirley bassey,yzLT6_TQmq8
91,2014-05-13,Omega,2014-05-13 20:33:43 -0700,dangerous mood,keb' mo',_U37JOVoDIE
91,2014-05-13,Omega,2014-05-13 20:33:08 -0700,crawling king snake,john Lee hooker,
91,2014-05-13,Omega,2014-05-13 20:23:50 -0700,wildest moments,Jessie Ware,bMJkddvJ4L4
91,2014-05-13,Omega,2014-05-13 20:23:34 -0700,buck,Nina Simone,ZrLQ0BLDjxM
91,2014-05-13,Omega,2014-05-13 20:23:29 -0700,she just wants to dance,keb' mo',WVx7InnsH8o
90,2014-05-12,Sammich,2014-05-12 22:56:37 -0700,Keep Your Body Workin,Kleeer,BzKn_WrIUcs
90,2014-05-12,Sammich,2014-05-12 21:45:50 -0700,"Resident Advisor Mix (1987, The Music Box)",Ron Hardy,sVDCtxTs2oQ
90,2014-05-12,Sammich,2014-05-12 21:10:53 -0700,Cherry Blossom Color Season,You Miyake,M-1JHvQbspM
90,2014-05-12,Sammich,2014-05-12 21:10:02 -0700,Noah's Ark,David Lynch,PaM2htAECTg
90,2014-05-12,Sammich,2014-05-12 20:59:53 -0700,Man About Town,Laurie Johnson,VJlCYy1MpbI
90,2014-05-12,Omega,2014-05-12 15:02:10 -0700,Slow train,Joe bonamassa,NKE3itL4ApY
90,2014-05-12,Sammich,2014-05-12 14:50:44 -0700,Fall In Love,Phantogram,RsQjC5zVnt8
90,2014-05-12,Sammich,2014-05-12 14:28:46 -0700,4th Illusion,Subwave,NU-5n7iLOqg
90,2014-05-12,Sammich,2014-05-12 14:28:19 -0700,Jam The Network,Hyetal,GeCEo20yASk
90,2014-05-12,JazzNeurotic,2014-05-12 10:52:56 -0700,I'm Glad You're Dead,Bobaflex,4XO-8SmOQ84
89,2014-05-11,Omega,2014-05-11 13:35:26 -0700,heartache tonight,eagles,snPgFNMCXBs
89,2014-05-11,Omega,2014-05-11 13:32:39 -0700,love the one you're with,Stephen stills,HH3ruuml-R4
89,2014-05-11,Omega,2014-05-11 13:22:35 -0700,get lucky,daft punk,h5EofwRzit0
89,2014-05-11,Sammich,2014-05-11 11:54:29 -0700,Nothing to My Name,The Country Lips,TchHvzGtlos
88,2014-05-10,Sammich,2014-05-10 21:23:07 -0700,Green Eyes,Wavves,agmKa_CON9k
88,2014-05-10,Sammich,2014-05-10 10:01:47 -0700,Rapper's Delight,UK Allstars,Hd76GdDwtuo
87,2014-05-09,Sammich,2014-05-09 23:14:22 -0700,Water Fountain,tUnE-yArDs ,jbiFcPhccu8
87,2014-05-09,Omega,2014-05-09 22:59:19 -0700,swamp thang,nublues,n5YH3-ZVCxQ
87,2014-05-09,Omega,2014-05-09 22:56:24 -0700,swamp thing,nublues,n5YH3-ZVCxQ
87,2014-05-09,entonfire,2014-05-09 12:45:57 -0700,I Can't Quit You Baby,Otis Rush,Uy2tEP3I3DM
87,2014-05-09,entonfire,2014-05-09 12:45:56 -0700,Champagne & Reefer,Muddy Waters,oHowqKYSXNI
87,2014-05-09,Sammich,2014-05-09 06:55:37 -0700,All My Friends,LCD Soundsystem,NXp1TQPf2pY
86,2014-05-08,Sammich,2014-05-08 13:21:28 -0700,Katie (For Ryan Trecartin),Pictureplane,
86,2014-05-08,Sammich,2014-05-08 13:20:57 -0700,The Alien Body Mixtape,Pictureplane,SpahKeN2w2s&list=PL53CC6374F2C3E298
85,2014-05-07,NotHanz,2014-05-07 17:39:01 -0700,Baby Please Don't Leave Me,Buddy Guy,D6tdlmx_GO4
84,2014-05-06,Sammich,2014-05-06 19:14:08 -0700,Back Seat Ho (Rustie remix),Machinedrum,
84,2014-05-06,Sammich,2014-05-06 19:13:31 -0700,Acryllics,TNGHT,
84,2014-05-06,Sammich,2014-05-06 16:37:09 -0700,Live In Me,Jesse Boykins III,cEJZaggkF4c
84,2014-05-06,Sammich,2014-05-06 16:13:45 -0700,On 2 Something,Sister Girlfriend,7_aJHJdCHAo
84,2014-05-06,Sammich,2014-05-06 14:16:45 -0700,Everybody Dance (LP Version),Chic,czvtXjj4tqk
84,2014-05-06,Sammich,2014-05-06 13:38:55 -0700,NaNa,Trippy Turtle,rv_21BU1UDU
84,2014-05-06,Sammich,2014-05-06 07:35:31 -0700,All We'll Know,The Hics,rXkoQBAw-2I
84,2014-05-06,Omega,2014-05-06 07:00:22 -0700,fancy,iggy azalea,O-zpOMYRi0w
83,2014-05-05,Asmer,2014-05-05 11:51:56 -0700,Days,Lucia,Z87arO2T-Yo
83,2014-05-05,Omega,2014-05-05 11:22:15 -0700,I feel a sin comin' on,pistol annies,OaPh78WyV30
83,2014-05-05,Omega,2014-05-05 11:21:48 -0700,rain in the valley,the steel wheels,DfTYH5G3hm4
83,2014-05-05,Omega,2014-05-05 11:20:27 -0700,perpetual blues machine,keb' mo',RDwxtKBdzY0
83,2014-05-05,Omega,2014-05-05 11:20:02 -0700,whiskey lullaby,Alison krauss and Brad paisley,IZbN_nmxAGk
83,2014-05-05,Omega,2014-05-05 11:19:24 -0700,hard times,little axe,9txH9-RWdPI
83,2014-05-05,Omega,2014-05-05 11:19:06 -0700,blood like lemonade,morcheeba,VyRxTTegjXM
83,2014-05-05,Omega,2014-05-05 11:18:52 -0700,strong man holler,big bill morganfield and taj mahal,wopr1zMlF5Q
83,2014-05-05,Omega,2014-05-05 11:18:12 -0700,over the edge,Sarah Jarosz,ZEeWiEf9KcE
83,2014-05-05,Omega,2014-05-05 11:17:45 -0700,evil and here to stay,the Jeff Healy band,
83,2014-05-05,Omega,2014-05-05 11:17:15 -0700,bring it on home,Joan Osborne,y5wTanHvxoE
83,2014-05-05,Omega,2014-05-05 11:16:56 -0700,anyone,George 'wild child' butler,hV46Y4mqA2A
83,2014-05-05,Omega,2014-05-05 11:16:30 -0700,the beat goes on,Britney spears,7xCzNbPFqBw
83,2014-05-05,Omega,2014-05-05 10:40:36 -0700,jockey full of bourbon,Joe bonamassa,v8lOSERcJFE
83,2014-05-05,Omega,2014-05-05 10:40:11 -0700,sad sad Sunday,eg kight,f1PuUOgqUPw
83,2014-05-05,Omega,2014-05-05 10:32:20 -0700,muddy waters blues,Paul Rodgers,014Huz_VZZQ
83,2014-05-05,Omega,2014-05-05 10:31:53 -0700,could've had me,lex land,VzO5gSQ8iy4
83,2014-05-05,Omega,2014-05-05 10:31:32 -0700,I'm the reason why you drink,candye kane,4nOi1e9E-ig
83,2014-05-05,Omega,2014-05-05 10:30:49 -0700,stitched up,Herbie Hancock and John mayer,JmdS_MIxsiE
83,2014-05-05,Omega,2014-05-05 10:30:10 -0700,rattlin' bones,Kasey chambers and Shane Nicholson,uRFZ2uOD4mk
83,2014-05-05,Omega,2014-05-05 10:16:50 -0700,born under a bad sign,Albert king,2Py37G9qsfY
83,2014-05-05,Omega,2014-05-05 10:16:08 -0700,the one that got away,the civil wars,MnkM_ebv9BI
83,2014-05-05,Omega,2014-05-05 10:15:04 -0700,a fool for your stockings,zz top,HXnjPHPLyYI
83,2014-05-05,Omega,2014-05-05 10:14:53 -0700,drunk stripper,Bob log III,bb1uA_YFbf0
82,2014-05-02,Omega,2014-05-02 21:48:15 -0700,yppah,r. Mullen,xTJhs6ua3Bk
82,2014-05-02,Omega,2014-05-02 16:40:05 -0700,cats on mars,Gabriela Robin,JUYpJr0UMxs
82,2014-05-02,Sammich,2014-05-02 14:33:30 -0700,Calls,Robert Glasper Experiment ft Jill Scott,e6NjqujEy1o
81,2014-05-01,Asmer,2014-05-01 23:06:31 -0700,Dream,Priscilla Ahn,MKfDwChOoHI
81,2014-05-01,Omega,2014-05-01 18:53:33 -0700,baby you gotta change change your mind,blind boy fuller,kS-DMb4sUcY
81,2014-05-01,Sammich,2014-05-01 09:59:16 -0700,Let It Ride,The Robert Glasper Experiment ft Norah Jones,-jcNPTVwVtA
80,2014-04-30,Sammich,2014-04-30 20:40:05 -0700,Live at Caesar's Palace,Tom Jones,
80,2014-04-30,NotHanz,2014-04-30 13:24:56 -0700,Jockey Full of Burbon,Joe Bonamassa,
79,2014-04-29,Sammich,2014-04-29 17:02:21 -0700,Just Like Heaven,Dinosaur Jr.,FJLOr8S2d2E
79,2014-04-29,Sammich,2014-04-29 15:40:53 -0700,Vulnerable (Pomo Remix),Tinashe,H_fyF2iutj8
78,2014-04-28,Sammich,2014-04-28 12:31:54 -0700,"Argentina pt. I, II and III",Tokyo Police Club,4MG6rKuCfyo
78,2014-04-28,Omega,2014-04-28 11:28:05 -0700,juke joint lover,Chris Thomas king,An6z4TaLmT0
78,2014-04-28,Omega,2014-04-28 11:20:27 -0700,me and bobby McGee,Janis joplin,WXV_QjenbDw
78,2014-04-28,Omega,2014-04-28 11:02:29 -0700,I gotta move out of this neighborhood,b.b. king,SLzM-XdlY1I
78,2014-04-28,Omega,2014-04-28 10:57:30 -0700,evidence,Susan tedeschi,WSOxig1iXfQ
78,2014-04-28,Omega,2014-04-28 10:54:26 -0700,little bitty pretty one,Frankie lymon and the teenagers,7gE3LZcgq_Y
78,2014-04-28,Omega,2014-04-28 10:51:30 -0700,the man I love,Billie Holiday,uzJMTSaAl8g
78,2014-04-28,Omega,2014-04-28 10:48:13 -0700,soul of a man,Etta james,HZQBi_BgVpo
78,2014-04-28,Omega,2014-04-28 10:42:29 -0700,fever,Shirley Horn,RrAp5vSvAFY
78,2014-04-28,Omega,2014-04-28 10:39:36 -0700,had to cry today,Eric Clapton & Steve Winwood,w24A2eesrUA
78,2014-04-28,Omega,2014-04-28 10:30:14 -0700,drop down mama,dion,sKIgyNIaYm0
78,2014-04-28,Omega,2014-04-28 10:28:06 -0700,dear Mr. Fantasy,traffic,pSQ1akE2CcM
78,2014-04-28,Omega,2014-04-28 10:20:33 -0700,cold lonely nights,Lonnie brooks,5WuGqmYhctQ
78,2014-04-28,Omega,2014-04-28 10:00:17 -0700,fat boy,Preston reed,d5P7FpUULFo
78,2014-04-28,Omega,2014-04-28 09:55:21 -0700,the ballad of Curtis loew,lynyrd skynyrd,03TgkCVDlrA
78,2014-04-28,Omega,2014-04-28 09:48:10 -0700,35 long years,byther smith,XwIlYbr9uN8
78,2014-04-28,Omega,2014-04-28 09:47:12 -0700,evil and here to stay,Jeff Healy band,
77,2014-04-27,Omega,2014-04-27 16:54:29 -0700,away,toadies,uwTUAgU4d8w
77,2014-04-27,Omega,2014-04-27 16:51:55 -0700,she looks so perfect,5 seconds of summer,X2BYmmTI04I
77,2014-04-27,Omega,2014-04-27 16:51:01 -0700,dead man's party,oingo boingo,iypUpv9xelg
77,2014-04-27,Omega,2014-04-27 16:50:47 -0700,can't stop cryin',moris tepper,
77,2014-04-27,Omega,2014-04-27 07:02:38 -0700,#SELFIE,chainsmokers,kdemFfbS5H0
76,2014-04-24,Omega,2014-04-24 19:32:23 -0700,human,Christina perri,r5yaoMjaAmE
76,2014-04-24,Asmer,2014-04-24 13:59:26 -0700,Gold (Candyland & REVOKE Remix),Adventure Club,Q5uE4-luIrc
75,2014-04-22,Omega,2014-04-22 22:00:08 -0700,windows are rolled down,Amos lee,F4xY__FoDzY
75,2014-04-22,Omega,2014-04-22 21:55:30 -0700,muddy water blues,Paul rogers,
75,2014-04-22,Omega,2014-04-22 21:55:11 -0700,diet mountain dew,Lana Del rey,k2iNfbnr1hA
75,2014-04-22,Omega,2014-04-22 21:54:50 -0700,son of the seventh son,mud morganfield,00cJ4uo9mkY
75,2014-04-22,Omega,2014-04-22 21:54:29 -0700,drink of you,jamar rogers,LBBzZXuluic
75,2014-04-22,Omega,2014-04-22 21:54:11 -0700,blues in c sharp minor,Roy Eldridge,aQKzByjMOW0
75,2014-04-22,Omega,2014-04-22 21:53:36 -0700,ball peen hammer,Joe bonamassa,bt1zNLjzXwQ
75,2014-04-22,Omega,2014-04-22 21:53:03 -0700,jilted,the puppini sisters,Prm73V7FLi4
75,2014-04-22,Omega,2014-04-22 21:51:40 -0700,troubles,bill morganfield,vcHrskKFKxU
75,2014-04-22,Omega,2014-04-22 21:51:22 -0700,crack house woman,George wild child butler,c2SuRwNkefM
75,2014-04-22,Omega,2014-04-22 21:50:56 -0700,I gotta right to sing the blues,Francine reed,Rk77QkjOS4k
75,2014-04-22,Omega,2014-04-22 20:45:38 -0700,she plays up to you,clairy Browne and the bangin' rackettes,
75,2014-04-22,Omega,2014-04-22 20:43:30 -0700,blues for henry,Hubert sumlin,FKztTkC9uuw
75,2014-04-22,Omega,2014-04-22 20:42:09 -0700,yo mama,Larry gee,DoqRBDBOOdw
75,2014-04-22,Omega,2014-04-22 20:41:18 -0700,union square,devil doll,WvyiMf17fbg
75,2014-04-22,Omega,2014-04-22 20:40:54 -0700,Frisco bay,Memphis slim,xxHFZrK9u58
75,2014-04-22,Omega,2014-04-22 20:40:37 -0700,sweet pea,Amos lee,YRIgvtQYEmA
75,2014-04-22,Omega,2014-04-22 20:25:55 -0700,young woman's blues,Lavern Baker,6gVRFADjGV4
75,2014-04-22,Omega,2014-04-22 20:22:09 -0700,toxic,district 78 ft. Cheesa,bmjvz-JApS4
75,2014-04-22,Omega,2014-04-22 20:20:39 -0700,feeling good,muse,CmwRQqJsegw
75,2014-04-22,Omega,2014-04-22 20:17:25 -0700,wild honey,Hugh laurie,yYnJrluzbQY
